product_id,product_name,brand,category_l1,category_l2,category_l3,created_at,gender_target,is_active,launch_date,material,price_range,season,sustainability_score,care_instructions
P000312,Profit-focused 24/7 protocol Accessories,Bella Vista,Accessories,Activewear,,2024-03-30 13:21:25,Women,True,2025-07-15,Silk,$50-100,Winter,47,Machine wash warm
P000313,Seamless systemic concept Mens Clothing,Vintage Vibe 3,Mens Clothing,,,2025-05-07 03:38:25,Women,True,2024-10-29,Wool,$150-200,Spring,52,Machine wash cold
P000314,Devolved local complexity Formal,Pure Elegance,Formal,Yoga,,2024-02-13 03:48:15,Women,False,2024-12-08,Cotton,$50-100,Winter,94,Hand wash
P000315,Re-contextualized stable circuit Mens Clothing,Sunset Styles,Mens Clothing,Mens Clothing,,2025-04-20 14:50:08,Unisex,False,2025-04-16,Wool,$100-150,Fall,11,Machine wash cold
P000316,Polarized heuristic analyzer Formal,Pure Elegance,Formal,Accessories,,2024-03-14 23:22:48,Unisex,True,2025-05-09,Modal,$30-50,Spring,64,Dry clean only
P000317,Pre-emptive discrete architecture Jewelry,Bella Vista 3,Jewelry,Activewear,Running,2024-04-19 08:16:11,Women,False,2024-07-08,Silk,$50-100,Fall,33,Hand wash
P000318,Focused 6thgeneration secured line Yoga,Modern Muse 2,Yoga,,,2024-03-05 14:50:39,Unisex,True,2024-11-01,Silk,$50-100,Spring,25,Dry clean only
P000319,Multi-lateral human-resource leverage Activewear,Vintage Vibe 3,Activewear,Bottoms,Footwear,2025-09-08 23:13:42,Men,True,2024-09-13,Polyester,$30-50,All Season,45,Dry clean only
P000320,Balanced 6thgeneration projection Pants,Elite Edge 2,Pants,Bottoms,Running,2024-06-04 17:25:10,Men,True,2023-12-15,Modal,$30-50,Spring,27,Hand wash
P000321,Triple-buffered multi-state productivity Bottoms,Vintage Vibe,Bottoms,,,2025-07-02 10:02:24,Women,True,2024-04-25,Cotton,$50-100,Fall,33,Dry clean only
P000322,User-centric empowering paradigm Jewelry,Urban Thread,Jewelry,,,2024-11-22 19:43:00,Men,True,2024-12-11,Polyester,$30-50,Winter,13,Dry clean only
P000323,Enhanced homogeneous projection Womens Clothing,City Casual,Womens Clothing,Mens Clothing,Jewelry,2024-07-17 00:23:33,Women,True,2024-07-05,Polyester,$50-100,All Season,75,Hand wash
P000324,Reverse-engineered solution-oriented archive Womens Clothing,Classic Craft,Womens Clothing,,Running,2024-11-01 07:35:26,Women,True,2024-04-08,Wool,$50-100,Spring,42,Machine wash cold
P000325,Multi-tiered directional model Footwear,Coastal Chic,Footwear,Activewear,,2024-08-07 05:44:35,Women,True,2024-06-26,Leather,$50-100,Spring,48,Machine wash warm
P000326,Monitored mobile utilization Accessories,Bold Basics,Accessories,Tops,Footwear,2024-10-05 11:28:46,Men,True,2025-08-15,Cotton,$30-50,All Season,79,Dry clean only
P000327,Robust 24hour middleware Pants,Urban Thread 3,Pants,Formal,,2025-08-12 02:36:22,Women,True,2024-01-11,Cashmere,$30-50,Summer,53,Dry clean only
P000328,Organic composite emulation Formal,Urban Thread 3,Formal,Formal,,2023-11-25 21:19:29,Women,False,2024-10-29,Denim,$150-200,Winter,69,Machine wash warm
P000329,Stand-alone even-keeled data-warehouse Activewear,Coastal Chic 2,Activewear,Jewelry,Womens Clothing,2024-01-21 16:58:49,Women,True,2024-02-18,Silk,$100-150,Spring,99,Hand wash
P000330,Diverse high-level portal Footwear,Metro Style,Footwear,Activewear,,2025-04-06 03:47:15,Women,False,2025-06-21,Polyester,$50-100,Summer,84,Dry clean only
P000331,Decentralized stable emulation Formal,Fashion Forward,Formal,,,2024-08-14 01:15:19,Men,True,2025-06-17,Silk,$50-100,All Season,49,Hand wash
P000332,Managed uniform budgetary management Tops,Bold Basics,Tops,Accessories,,2024-10-05 00:25:01,Men,True,2025-03-03,Modal,$50-100,Spring,90,Hand wash
P000333,Polarized mission-critical database Activewear,Style Studio 2,Activewear,Mens Clothing,,2024-12-28 21:26:12,Women,True,2024-01-29,Leather,$150-200,All Season,39,Dry clean only
P000334,Stand-alone incremental adapter Womens Clothing,Bold Basics 2,Womens Clothing,Mens Clothing,,2024-04-03 06:38:23,Unisex,True,2023-10-29,Leather,$150-200,Spring,42,Dry clean only
P000335,De-engineered object-oriented parallelism Accessories,Elite Edge,Accessories,,,2024-01-30 03:57:39,Women,True,2024-01-08,Denim,$100-150,Spring,2,Dry clean only
P000336,Self-enabling multimedia analyzer Yoga,Fashion Forward 2,Yoga,,,2025-08-18 21:58:05,Unisex,True,2024-12-13,Denim,$30-50,Spring,47,Machine wash warm
P000337,Digitized analyzing concept Bottoms,Fashion Forward 2,Bottoms,Accessories,Tops,2024-04-14 14:36:17,Women,True,2025-09-11,Cashmere,$100-150,Winter,83,Hand wash
P000338,Enterprise-wide multi-state initiative Yoga,Bold Basics,Yoga,,,2025-01-04 13:07:48,Men,False,2024-12-06,Denim,$100-150,Summer,85,Dry clean only
P000339,Sharable 3rdgeneration success Pants,Classic Craft 2,Pants,,Tops,2025-04-14 10:43:15,Women,True,2025-02-20,Modal,$100-150,Winter,98,Machine wash cold
P000340,Horizontal attitude-oriented data-warehouse Activewear,Bold Basics,Activewear,Activewear,Activewear,2024-09-09 22:03:13,Women,True,2025-01-09,Leather,$30-50,Summer,42,Machine wash cold
P000341,Phased mission-critical concept Accessories,Trend Tribe,Accessories,,Bottoms,2024-03-15 09:32:02,Women,True,2025-07-01,Denim,$100-150,Winter,1,Hand wash
P000342,Open-source radical circuit Mens Clothing,Street Smart,Mens Clothing,Accessories,Bottoms,2025-06-05 05:00:47,Men,True,2024-12-21,Cotton,$50-100,Winter,56,Machine wash warm
P000343,Visionary contextually-based process improvement Jewelry,Fresh Fashion,Jewelry,Jewelry,,2025-02-20 09:02:24,Women,True,2024-10-26,Leather,$100-150,All Season,83,Dry clean only
P000344,Fundamental composite success Footwear,Fresh Fashion,Footwear,Womens Clothing,Accessories,2025-03-12 12:38:30,Women,True,2024-06-18,Polyester,$100-150,Spring,43,Dry clean only
P000345,Persevering radical parallelism Tops,Classic Craft 2,Tops,,,2023-11-19 11:37:14,Women,True,2024-03-22,Polyester,$50-100,Fall,76,Machine wash warm
P000346,Multi-tiered human-resource capacity Womens Clothing,Modern Muse 3,Womens Clothing,Running,Jewelry,2023-12-20 08:11:23,Men,True,2023-10-08,Polyester,$50-100,Fall,26,Dry clean only
P000347,Exclusive multi-state middleware Yoga,Sunset Styles 2,Yoga,Yoga,,2025-03-11 13:50:13,Men,True,2024-08-17,Linen,$50-100,Summer,12,Machine wash cold
P000348,Distributed real-time attitude Activewear,Modern Muse 2,Activewear,Footwear,Accessories,2024-02-11 19:41:07,Women,True,2024-09-29,Polyester,$100-150,Fall,84,Machine wash warm
P000349,Seamless radical alliance Bottoms,Luxe Label,Bottoms,Tops,,2025-08-08 18:47:28,Women,False,2025-05-26,Leather,$50-100,Spring,39,Machine wash warm
P000350,Public-key motivating system engine Footwear,Fresh Fashion 2,Footwear,,Running,2023-12-27 06:57:38,Unisex,True,2023-12-07,Wool,$50-100,Fall,48,Hand wash
P000351,Polarized stable capacity Footwear,Bold Basics,Footwear,Footwear,,2025-08-27 14:30:38,Women,True,2025-01-06,Linen,$150-200,All Season,7,Dry clean only
P000352,Quality-focused 24hour time-frame Yoga,Elite Edge 3,Yoga,Bottoms,,2025-03-07 01:33:33,Men,True,2025-02-11,Cashmere,$50-100,All Season,29,Machine wash cold
P000353,Optional multi-state instruction set Formal,Classic Craft 2,Formal,Formal,,2024-07-10 16:37:55,Women,False,2025-08-05,Modal,$100-150,Summer,60,Hand wash
P000354,Balanced tangible moderator Jewelry,Modern Muse,Jewelry,,,2024-08-25 04:37:13,Men,True,2024-03-22,Viscose,$50-100,All Season,86,Dry clean only
P000355,Polarized zero administration implementation Footwear,City Casual,Footwear,Tops,,2024-06-25 06:25:18,Unisex,True,2024-12-26,Wool,$100-150,Spring,54,Machine wash cold
P000356,User-centric well-modulated standardization Jewelry,Metro Style 3,Jewelry,Running,Activewear,2024-12-17 11:57:59,Women,True,2023-12-10,Polyester,$50-100,Spring,49,Machine wash warm
P000357,Optimized client-driven extranet Accessories,Trend Tribe 2,Accessories,,,2024-10-01 14:51:12,Women,False,2025-05-12,Cotton,$100-150,All Season,75,Machine wash warm
P000358,Focused attitude-oriented forecast Jewelry,City Casual,Jewelry,Activewear,,2025-01-03 17:16:25,Women,True,2025-08-07,Polyester,$50-100,Spring,72,Machine wash cold
P000359,Quality-focused incremental extranet Formal,Chic Collection,Formal,,,2024-02-20 19:54:11,Men,True,2023-09-30,Leather,$100-150,All Season,77,Machine wash warm
P000360,Triple-buffered value-added utilization Tops,Coastal Chic,Tops,Tops,,2023-10-02 12:54:43,Women,True,2024-12-17,Cashmere,$100-150,Spring,50,Hand wash
P000361,Programmable bottom-line model Mens Clothing,Classic Craft 3,Mens Clothing,Footwear,,2023-10-02 14:24:10,Women,True,2024-07-13,Cotton,$100-150,Fall,38,Hand wash
P000362,Streamlined demand-driven solution Footwear,Fashion Forward,Footwear,,,2025-06-12 17:17:43,Women,False,2024-05-28,Silk,$50-100,Summer,38,Machine wash warm
P000363,Open-source high-level benchmark Accessories,Vintage Vibe 3,Accessories,Jewelry,,2024-01-25 05:34:40,Men,True,2024-08-21,Leather,$30-50,Summer,52,Machine wash warm
P000364,Streamlined optimal extranet Formal,Elite Edge 3,Formal,,,2024-04-16 23:20:06,Women,True,2025-07-21,Wool,$100-150,Spring,39,Machine wash warm
P000365,Public-key interactive open system Formal,Elite Edge,Formal,,Mens Clothing,2024-07-07 00:23:45,Men,True,2025-01-13,Silk,$50-100,Spring,31,Machine wash cold
P000366,Grass-roots systemic infrastructure Womens Clothing,Vintage Vibe 2,Womens Clothing,,,2025-05-05 09:59:32,Men,True,2024-03-02,Leather,$50-100,All Season,50,Machine wash cold
P000367,Open-source neutral toolset Womens Clothing,Metro Style 3,Womens Clothing,Footwear,,2024-12-03 02:01:03,Women,True,2024-10-04,Leather,$50-100,All Season,70,Hand wash
P000368,Enhanced holistic open architecture Tops,Coastal Chic 2,Tops,,Yoga,2024-12-01 00:35:36,Women,True,2024-10-05,Cotton,$150-200,Winter,6,Dry clean only
P000369,Function-based fault-tolerant orchestration Mens Clothing,Style Studio 2,Mens Clothing,,,2024-06-20 11:33:46,Men,True,2025-05-19,Linen,$50-100,Winter,65,Machine wash cold
P000370,Triple-buffered hybrid support Running,Vintage Vibe 3,Running,Tops,,2024-01-12 06:04:47,Men,True,2025-07-21,Cotton,$150-200,Summer,32,Hand wash
P000371,Switchable bottom-line synergy Yoga,Modern Muse 3,Yoga,Jewelry,,2024-03-23 11:32:37,Women,True,2024-09-06,Leather,$50-100,Fall,27,Machine wash warm
P000372,Total cohesive attitude Running,Mode Moderne,Running,Activewear,,2024-03-11 14:05:08,Men,True,2024-10-24,Viscose,$50-100,Fall,71,Hand wash
P000373,Open-architected zero tolerance Graphical User Interface Running,Mode Moderne,Running,Bottoms,,2025-06-10 01:17:30,Women,True,2024-11-26,Denim,$100-150,Fall,33,Hand wash
P000374,Seamless tangible software Tops,Luxe Label,Tops,Mens Clothing,,2025-03-28 23:48:55,Unisex,True,2023-11-05,Modal,$50-100,Winter,84,Hand wash
P000375,Diverse human-resource productivity Tops,Metro Style 3,Tops,,,2023-10-01 02:55:14,Men,False,2025-06-11,Linen,$150-200,Winter,51,Machine wash warm
P000376,Cross-group client-server leverage Womens Clothing,City Casual 3,Womens Clothing,Activewear,,2025-09-15 03:36:38,Men,True,2025-01-04,Silk,$30-50,All Season,81,Machine wash warm
P000377,Optional background architecture Accessories,Coastal Chic 3,Accessories,Tops,,2024-04-18 08:41:11,Men,True,2024-03-16,Wool,$50-100,Fall,12,Machine wash warm
P000378,Multi-layered attitude-oriented portal Yoga,Elite Edge,Yoga,Formal,,2023-10-26 08:06:23,Women,True,2025-04-10,Denim,$100-150,Spring,28,Hand wash
P000379,Networked impactful pricing structure Yoga,Pure Elegance,Yoga,,,2025-02-17 16:17:20,Unisex,True,2024-11-03,Denim,$150-200,Fall,74,Hand wash
P000380,Horizontal transitional policy Bottoms,Vintage Vibe 2,Bottoms,Running,,2023-11-10 15:29:04,Men,False,2025-05-18,Polyester,$30-50,Winter,24,Machine wash cold
P000381,Enhanced scalable methodology Jewelry,Metro Style 3,Jewelry,Jewelry,Tops,2024-09-01 23:19:41,Unisex,True,2023-10-04,Silk,$100-150,Fall,52,Machine wash warm
P000382,Exclusive stable website Accessories,Vintage Vibe,Accessories,,Bottoms,2024-11-02 11:22:24,Women,True,2024-05-05,Wool,$150-200,Fall,81,Machine wash cold
P000383,Ergonomic 5thgeneration toolset Footwear,Bella Vista,Footwear,Tops,,2025-01-04 16:03:50,Unisex,True,2024-10-26,Polyester,$50-100,Summer,78,Machine wash warm
P000384,Programmable tangible emulation Jewelry,Bella Vista 3,Jewelry,Footwear,,2025-01-16 20:16:07,Men,True,2024-02-04,Silk,$50-100,Fall,1,Hand wash
P000385,Synergistic 5thgeneration hierarchy Formal,Elite Edge 3,Formal,Running,Yoga,2024-03-30 20:21:46,Women,True,2025-02-15,Denim,$50-100,Fall,16,Machine wash cold
P000386,Adaptive cohesive array Formal,Classic Craft 2,Formal,Tops,Womens Clothing,2024-04-28 08:07:55,Unisex,True,2025-05-23,Linen,$30-50,Winter,93,Hand wash
P000387,Open-architected heuristic secured line Running,City Casual 2,Running,,,2024-07-29 22:17:51,Women,False,2024-08-05,Denim,$50-100,Summer,21,Machine wash warm
P000388,Reverse-engineered dedicated model Mens Clothing,Urban Thread,Mens Clothing,Tops,Womens Clothing,2023-10-08 22:44:55,Men,True,2025-04-20,Wool,$150-200,Spring,46,Machine wash cold
P000389,Triple-buffered asymmetric array Running,Classic Craft 2,Running,Formal,,2024-11-26 21:26:44,Women,True,2024-05-03,Cotton,$50-100,Spring,83,Machine wash cold
P000390,Up-sized next generation paradigm Yoga,Metro Style,Yoga,Footwear,,2024-06-23 09:15:42,Men,True,2024-06-21,Leather,$50-100,Summer,26,Machine wash cold
P000391,Grass-roots directional portal Jewelry,Mode Moderne,Jewelry,Running,,2024-02-25 02:30:30,Women,True,2024-09-13,Wool,$50-100,Winter,13,Machine wash cold
P000392,Open-architected object-oriented ability Bottoms,Chic Collection,Bottoms,,,2024-04-16 19:41:34,Women,True,2024-02-08,Linen,$30-50,All Season,25,Hand wash
P000393,Open-source motivating benchmark Jewelry,Modern Muse 3,Jewelry,Womens Clothing,,2024-12-03 21:55:38,Men,False,2023-11-21,Leather,$50-100,Fall,30,Machine wash cold
P000394,Profit-focused explicit Graphical User Interface Running,Bella Vista,Running,Bottoms,,2023-12-26 21:30:06,Unisex,True,2025-06-10,Wool,$50-100,Spring,99,Machine wash cold
P000395,Profound eco-centric monitoring Yoga,Sunset Styles 3,Yoga,Pants,,2025-06-19 14:27:40,Men,True,2025-06-03,Linen,$50-100,Fall,59,Machine wash cold
P000396,Re-engineered eco-centric solution Tops,Sunset Styles,Tops,,,2024-09-04 22:06:06,Women,True,2024-07-14,Denim,$50-100,Winter,94,Machine wash cold
P000397,Re-contextualized mission-critical throughput Womens Clothing,Sunset Styles,Womens Clothing,Tops,,2024-04-02 23:14:17,Women,True,2025-05-06,Denim,$150-200,Winter,79,Hand wash
P000398,Mandatory zero-defect knowledgebase Bottoms,Sunset Styles 3,Bottoms,Accessories,Jewelry,2025-03-09 10:08:30,Women,True,2024-09-17,Leather,$50-100,Fall,49,Machine wash warm
P000399,Reverse-engineered 4thgeneration matrices Running,Sunset Styles 2,Running,,Tops,2023-12-26 07:41:39,Women,True,2024-04-13,Cotton,$150-200,Summer,13,Machine wash warm
P000400,Cloned homogeneous productivity Footwear,Fashion Forward 2,Footwear,,,2025-05-31 13:54:35,Men,True,2024-03-15,Cashmere,$50-100,Fall,78,Machine wash cold
P000401,Synergistic tangible emulation Yoga,Metro Style 3,Yoga,,Footwear,2025-06-09 12:23:08,Women,True,2024-05-28,Cashmere,$100-150,Winter,5,Machine wash cold
P000402,Open-source heuristic model Running,Style Studio,Running,Yoga,,2024-11-16 01:34:17,Women,True,2023-10-03,Modal,$100-150,All Season,28,Hand wash
P000403,Total empowering encryption Formal,Street Smart 2,Formal,Activewear,Running,2024-05-07 03:45:43,Women,True,2023-12-07,Leather,$30-50,Fall,84,Machine wash warm
P000404,Open-architected systematic synergy Formal,Vintage Vibe,Formal,,,2025-06-25 18:14:15,Women,True,2024-06-17,Wool,$50-100,All Season,60,Machine wash warm
P000405,Compatible neutral conglomeration Bottoms,Fresh Fashion,Bottoms,,,2024-10-01 03:56:01,Men,True,2024-05-26,Linen,$30-50,Spring,64,Dry clean only
P000406,Multi-channeled didactic orchestration Running,Trend Tribe 2,Running,Mens Clothing,Footwear,2024-04-23 00:13:56,Men,True,2024-02-14,Leather,$50-100,Spring,63,Machine wash warm
P000407,User-friendly systemic core Bottoms,Bella Vista 2,Bottoms,,,2024-10-18 14:19:04,Men,True,2025-04-20,Cashmere,$50-100,Winter,4,Machine wash cold
P000408,Exclusive disintermediate support Activewear,Modern Muse,Activewear,,,2024-04-02 00:33:23,Women,True,2025-08-03,Viscose,$50-100,Summer,83,Machine wash warm
P000409,Fundamental demand-driven emulation Accessories,Urban Thread 2,Accessories,,,2024-03-02 12:08:19,Women,True,2025-07-05,Denim,$30-50,All Season,98,Machine wash warm
P000410,Fully-configurable regional help-desk Running,Modern Muse 3,Running,Footwear,Running,2024-01-26 04:15:51,Unisex,True,2025-05-23,Denim,$150-200,Fall,81,Hand wash
P000411,Customer-focused bottom-line artificial intelligence Formal,Trend Tribe 2,Formal,Bottoms,Tops,2025-03-04 22:20:49,Women,True,2025-02-22,Cashmere,$30-50,Spring,32,Dry clean only
P000412,Proactive reciprocal ability Bottoms,Luxe Label,Bottoms,,,2025-05-12 14:50:26,Men,True,2025-07-22,Silk,$50-100,Fall,13,Machine wash warm
P000413,Quality-focused 6thgeneration matrices Running,Coastal Chic,Running,,,2024-07-11 07:54:03,Women,True,2025-01-20,Leather,$30-50,Winter,84,Dry clean only
P000414,Intuitive modular orchestration Womens Clothing,Bold Basics 2,Womens Clothing,Womens Clothing,,2025-08-01 19:19:15,Men,True,2024-04-26,Modal,$50-100,Winter,65,Dry clean only
P000415,Pre-emptive contextually-based task-force Activewear,Classic Craft 3,Activewear,Tops,Running,2025-09-07 11:54:03,Women,True,2024-10-27,Denim,$30-50,All Season,49,Machine wash warm
P000416,Grass-roots hybrid definition Yoga,Chic Collection 2,Yoga,,Accessories,2025-05-01 16:28:01,Women,False,2024-12-16,Leather,$50-100,Summer,17,Machine wash warm
P000417,De-engineered actuating moderator Yoga,Chic Collection 2,Yoga,,,2025-06-08 19:46:02,Women,True,2024-08-19,Viscose,$30-50,Fall,91,Dry clean only
P000418,Polarized needs-based alliance Mens Clothing,Luxe Label,Mens Clothing,Pants,,2024-10-21 07:06:46,Men,False,2024-06-21,Wool,$30-50,Summer,64,Hand wash
P000419,Object-based systemic time-frame Bottoms,Modern Muse 3,Bottoms,,,2024-02-09 18:48:39,Men,True,2024-09-15,Cashmere,$30-50,All Season,36,Machine wash warm
P000420,Decentralized tangible model Formal,Bella Vista,Formal,Jewelry,Running,2024-09-18 08:38:00,Women,True,2024-05-28,Linen,$30-50,Summer,36,Hand wash
P000421,Team-oriented 24/7 access Womens Clothing,Vintage Vibe,Womens Clothing,Pants,Formal,2025-03-03 14:29:16,Men,True,2024-03-07,Leather,$100-150,Spring,78,Dry clean only
P000422,Multi-tiered optimal attitude Running,City Casual 3,Running,Mens Clothing,,2024-06-05 18:51:59,Unisex,True,2024-07-02,Linen,$50-100,Spring,48,Machine wash warm
P000423,Seamless empowering contingency Running,Sunset Styles 2,Running,Formal,Yoga,2024-11-26 02:15:32,Men,True,2024-04-17,Modal,$30-50,Winter,28,Hand wash
P000424,Front-line encompassing leverage Activewear,Elite Edge 3,Activewear,Activewear,Yoga,2025-01-15 05:00:39,Women,False,2024-06-18,Linen,$100-150,Winter,22,Machine wash cold
P000425,Multi-lateral contextually-based methodology Tops,Bold Basics,Tops,,Womens Clothing,2024-08-21 07:09:51,Women,True,2024-03-07,Viscose,$30-50,Fall,16,Dry clean only
P000426,Operative tangible system engine Pants,Fashion Forward 2,Pants,Footwear,,2024-07-12 04:39:02,Women,True,2024-07-05,Wool,$30-50,Fall,76,Machine wash cold
P000427,Open-architected even-keeled knowledge user Running,Vintage Vibe 3,Running,Running,,2024-02-13 17:40:27,Women,True,2024-12-12,Viscose,$50-100,Fall,9,Hand wash
P000428,De-engineered object-oriented software Mens Clothing,Street Smart 2,Mens Clothing,,,2024-03-22 13:05:20,Women,True,2025-06-19,Wool,$100-150,Winter,69,Machine wash warm
P000429,Cross-platform uniform flexibility Accessories,Modern Muse,Accessories,Mens Clothing,,2025-06-12 13:34:30,Unisex,True,2024-03-27,Linen,$50-100,Summer,96,Machine wash warm
P000430,Realigned intermediate implementation Running,Trend Tribe 2,Running,Running,,2024-02-26 07:10:45,Women,True,2024-01-17,Modal,$50-100,All Season,31,Machine wash cold
P000431,User-centric coherent leverage Accessories,Metro Style 3,Accessories,Bottoms,,2025-06-13 19:02:34,Men,True,2023-10-03,Linen,$30-50,Spring,66,Hand wash
P000432,Enhanced intangible methodology Formal,Luxe Label 2,Formal,Womens Clothing,Running,2024-01-09 11:01:47,Men,True,2025-08-19,Viscose,$50-100,Spring,12,Dry clean only
P000433,Self-enabling multi-state monitoring Formal,Vintage Vibe 3,Formal,Running,Running,2025-04-08 16:30:51,Men,True,2024-05-28,Silk,$50-100,Winter,13,Dry clean only
P000434,Pre-emptive exuding extranet Yoga,Pure Elegance 2,Yoga,,,2024-12-06 15:18:58,Women,True,2025-07-23,Polyester,$150-200,Summer,3,Machine wash warm
P000435,Re-contextualized actuating infrastructure Accessories,Modern Muse 3,Accessories,Bottoms,Pants,2023-12-12 21:19:12,Men,True,2025-03-15,Modal,$30-50,Summer,33,Machine wash warm
P000436,Diverse analyzing data-warehouse Footwear,Classic Craft 2,Footwear,Jewelry,,2025-06-20 02:57:52,Unisex,True,2024-04-10,Polyester,$50-100,All Season,0,Machine wash cold
P000437,Phased responsive attitude Yoga,Elite Edge 3,Yoga,Yoga,,2024-09-10 10:11:51,Unisex,True,2025-04-26,Viscose,$100-150,Spring,37,Hand wash
P000438,Managed empowering hierarchy Bottoms,Chic Collection 2,Bottoms,Footwear,,2024-07-02 20:53:51,Women,True,2024-12-04,Cotton,$30-50,Winter,20,Dry clean only
P000439,Realigned eco-centric hardware Yoga,Elite Edge,Yoga,Formal,Running,2023-10-12 10:03:12,Women,True,2024-08-10,Denim,$50-100,Spring,70,Dry clean only
P000440,Decentralized grid-enabled service-desk Womens Clothing,City Casual,Womens Clothing,Activewear,,2025-01-09 09:03:05,Men,True,2024-02-27,Polyester,$30-50,Fall,26,Hand wash
P000441,Re-engineered object-oriented projection Jewelry,Street Smart,Jewelry,,,2025-02-12 04:58:26,Women,True,2024-11-17,Wool,$100-150,Summer,78,Hand wash
P000442,Enhanced zero-defect forecast Bottoms,Luxe Label,Bottoms,Activewear,,2024-06-28 20:00:30,Unisex,True,2024-06-04,Viscose,$50-100,Winter,82,Machine wash cold
P000443,Synergistic multimedia matrix Running,Chic Collection,Running,Bottoms,Activewear,2025-05-20 18:34:40,Women,True,2025-04-20,Denim,$30-50,Fall,16,Dry clean only
P000444,Organized attitude-oriented implementation Pants,Sunset Styles,Pants,Mens Clothing,,2025-01-15 15:49:04,Women,True,2024-05-05,Modal,$150-200,Fall,88,Dry clean only
P000445,Persistent responsive circuit Activewear,Style Studio 2,Activewear,Accessories,,2025-08-01 09:47:30,Women,True,2024-02-03,Denim,$50-100,Summer,100,Dry clean only
P000446,Sharable global instruction set Yoga,Modern Muse 3,Yoga,Pants,,2025-01-29 08:05:07,Women,True,2025-01-13,Denim,$50-100,Winter,59,Machine wash warm
P000447,Re-engineered impactful archive Pants,Coastal Chic 2,Pants,Bottoms,Activewear,2023-11-27 11:02:57,Men,True,2024-01-29,Linen,$100-150,Summer,68,Dry clean only
P000448,Mandatory discrete functionalities Yoga,Style Studio,Yoga,,Bottoms,2024-05-30 03:20:04,Women,True,2025-02-14,Viscose,$30-50,Spring,74,Machine wash warm
P000449,Implemented tertiary flexibility Activewear,Vintage Vibe 3,Activewear,Womens Clothing,,2025-01-09 05:29:23,Women,True,2025-02-07,Viscose,$150-200,Winter,83,Dry clean only
P000450,Object-based encompassing intranet Jewelry,Metro Style 2,Jewelry,Activewear,,2025-05-25 14:42:26,Unisex,True,2025-07-27,Leather,$50-100,All Season,65,Machine wash cold
P000451,Multi-lateral value-added parallelism Accessories,Modern Muse 2,Accessories,Running,Activewear,2024-11-04 15:14:28,Men,True,2024-09-09,Viscose,$50-100,Summer,57,Dry clean only
P000452,Open-source composite contingency Activewear,Bold Basics,Activewear,,,2025-07-21 11:57:32,Women,False,2023-10-13,Leather,$150-200,Fall,5,Dry clean only
P000453,De-engineered upward-trending encoding Footwear,Elite Edge 3,Footwear,Pants,,2025-02-22 05:17:27,Women,True,2024-04-08,Silk,$50-100,All Season,46,Machine wash warm
P000454,User-friendly tangible synergy Footwear,Fresh Fashion 2,Footwear,,Running,2023-11-28 04:48:39,Men,True,2024-03-07,Viscose,$30-50,Fall,94,Hand wash
P000455,Down-sized hybrid benchmark Formal,Fashion Forward 2,Formal,Jewelry,,2023-12-10 05:32:47,Women,True,2023-11-14,Polyester,$100-150,All Season,32,Machine wash warm
P000456,Phased neutral application Formal,Pure Elegance,Formal,Accessories,,2023-10-17 11:46:25,Women,True,2025-05-16,Modal,$50-100,Spring,64,Dry clean only
P000457,Object-based multi-tasking task-force Tops,Elite Edge 2,Tops,Formal,,2023-11-30 16:12:39,Women,True,2023-12-15,Wool,$50-100,Summer,46,Machine wash cold
P000458,Fundamental regional collaboration Mens Clothing,Coastal Chic 3,Mens Clothing,Accessories,,2023-12-01 11:58:19,Women,True,2025-02-15,Leather,$50-100,Winter,26,Dry clean only
P000459,Networked fault-tolerant emulation Jewelry,Urban Thread 3,Jewelry,Womens Clothing,Activewear,2024-04-06 04:06:05,Men,True,2025-04-20,Viscose,$30-50,Spring,73,Dry clean only
P000460,Horizontal leadingedge product Tops,Metro Style,Tops,Tops,,2024-01-03 04:46:52,Men,True,2024-01-05,Modal,$50-100,Spring,92,Hand wash
P000461,Progressive composite algorithm Mens Clothing,Modern Muse,Mens Clothing,Footwear,,2023-10-24 07:37:56,Men,True,2025-02-22,Cashmere,$150-200,All Season,18,Dry clean only
P000462,Multi-channeled fresh-thinking leverage Running,Mode Moderne 2,Running,Tops,,2024-09-23 21:24:49,Men,True,2025-08-02,Leather,$30-50,All Season,75,Machine wash cold
P000463,Quality-focused encompassing neural-net Jewelry,Pure Elegance,Jewelry,Bottoms,Formal,2024-09-06 12:48:24,Women,True,2024-01-08,Viscose,$30-50,Winter,19,Machine wash cold
P000464,Total needs-based conglomeration Footwear,Bold Basics,Footwear,,,2024-12-28 22:10:58,Men,True,2025-01-02,Viscose,$30-50,All Season,96,Machine wash cold
P000465,Persevering responsive synergy Footwear,Modern Muse,Footwear,Activewear,,2025-02-01 21:25:13,Men,True,2025-08-07,Cashmere,$50-100,All Season,53,Hand wash
P000466,Re-contextualized intermediate moderator Yoga,Coastal Chic,Yoga,Mens Clothing,,2025-02-04 22:46:51,Women,True,2025-02-03,Cashmere,$100-150,Fall,75,Machine wash cold
P000467,Public-key fault-tolerant hardware Tops,City Casual 2,Tops,Mens Clothing,,2024-10-05 02:56:03,Women,True,2024-11-18,Modal,$30-50,All Season,52,Hand wash
P000468,Focused background intranet Womens Clothing,Luxe Label,Womens Clothing,,,2024-05-23 03:22:30,Men,True,2024-07-06,Polyester,$50-100,All Season,0,Machine wash warm
