product_id,product_name,brand,category_l1,category_l2,category_l3,gender_target,season,material,care_instructions,sustainability_score,price_range,launch_date,is_active,created_at
P000311,Profit-focused multimedia array Bottoms,Modern Muse 2,Bottoms,,,Women,Fall,Linen,Machine wash warm,11,$100-150,2024-07-04,t,2024-07-31 04:54:27
P000312,Profit-focused 24/7 protocol Accessories,Bella Vista,Accessories,Activewear,,Women,Winter,Silk,Machine wash warm,47,$50-100,2025-07-15,t,2024-03-30 13:21:25
P000313,Seamless systemic concept Mens Clothing,Vintage Vibe 3,Mens Clothing,,,Women,Spring,Wool,Machine wash cold,52,$150-200,2024-10-29,t,2025-05-07 03:38:25
P000314,Devolved local complexity Formal,Pure Elegance,Formal,Yoga,,Women,Winter,Cotton,Hand wash,94,$50-100,2024-12-08,f,2024-02-13 03:48:15
P000315,Re-contextualized stable circuit Mens Clothing,Sunset Styles,Mens Clothing,Mens Clothing,,Unisex,Fall,Wool,Machine wash cold,11,$100-150,2025-04-16,f,2025-04-20 14:50:08
P000316,Polarized heuristic analyzer Formal,Pure Elegance,Formal,Accessories,,Unisex,Spring,Modal,Dry clean only,64,$30-50,2025-05-09,t,2024-03-14 23:22:48
P000317,Pre-emptive discrete architecture Jewelry,Bella Vista 3,Jewelry,Activewear,Running,Women,Fall,Silk,Hand wash,33,$50-100,2024-07-08,f,2024-04-19 08:16:11
P000318,Focused 6thgeneration secured line Yoga,Modern Muse 2,Yoga,,,Unisex,Spring,Silk,Dry clean only,25,$50-100,2024-11-01,t,2024-03-05 14:50:39
P000319,Multi-lateral human-resource leverage Activewear,Vintage Vibe 3,Activewear,Bottoms,Footwear,Men,All Season,Polyester,Dry clean only,45,$30-50,2024-09-13,t,2025-09-08 23:13:42
P000320,Balanced 6thgeneration projection Pants,Elite Edge 2,Pants,Bottoms,Running,Men,Spring,Modal,Hand wash,27,$30-50,2023-12-15,t,2024-06-04 17:25:10
P000321,Triple-buffered multi-state productivity Bottoms,Vintage Vibe,Bottoms,,,Women,Fall,Cotton,Dry clean only,33,$50-100,2024-04-25,t,2025-07-02 10:02:24
P000322,User-centric empowering paradigm Jewelry,Urban Thread,Jewelry,,,Men,Winter,Polyester,Dry clean only,13,$30-50,2024-12-11,t,2024-11-22 19:43:00
P000323,Enhanced homogeneous projection Womens Clothing,City Casual,Womens Clothing,Mens Clothing,Jewelry,Women,All Season,Polyester,Hand wash,75,$50-100,2024-07-05,t,2024-07-17 00:23:33
P000324,Reverse-engineered solution-oriented archive Womens Clothing,Classic Craft,Womens Clothing,,Running,Women,Spring,Wool,Machine wash cold,42,$50-100,2024-04-08,t,2024-11-01 07:35:26
P000325,Multi-tiered directional model Footwear,Coastal Chic,Footwear,Activewear,,Women,Spring,Leather,Machine wash warm,48,$50-100,2024-06-26,t,2024-08-07 05:44:35
P000326,Monitored mobile utilization Accessories,Bold Basics,Accessories,Tops,Footwear,Men,All Season,Cotton,Dry clean only,79,$30-50,2025-08-15,t,2024-10-05 11:28:46
P000327,Robust 24hour middleware Pants,Urban Thread 3,Pants,Formal,,Women,Summer,Cashmere,Dry clean only,53,$30-50,2024-01-11,t,2025-08-12 02:36:22
P000328,Organic composite emulation Formal,Urban Thread 3,Formal,Formal,,Women,Winter,Denim,Machine wash warm,69,$150-200,2024-10-29,f,2023-11-25 21:19:29
P000329,Stand-alone even-keeled data-warehouse Activewear,Coastal Chic 2,Activewear,Jewelry,Womens Clothing,Women,Spring,Silk,Hand wash,99,$100-150,2024-02-18,t,2024-01-21 16:58:49
P000330,Diverse high-level portal Footwear,Metro Style,Footwear,Activewear,,Women,Summer,Polyester,Dry clean only,84,$50-100,2025-06-21,f,2025-04-06 03:47:15
P000331,Decentralized stable emulation Formal,Fashion Forward,Formal,,,Men,All Season,Silk,Hand wash,49,$50-100,2025-06-17,t,2024-08-14 01:15:19
P000332,Managed uniform budgetary management Tops,Bold Basics,Tops,Accessories,,Men,Spring,Modal,Hand wash,90,$50-100,2025-03-03,t,2024-10-05 00:25:01
P000333,Polarized mission-critical database Activewear,Style Studio 2,Activewear,Mens Clothing,,Women,All Season,Leather,Dry clean only,39,$150-200,2024-01-29,t,2024-12-28 21:26:12
P000334,Stand-alone incremental adapter Womens Clothing,Bold Basics 2,Womens Clothing,Mens Clothing,,Unisex,Spring,Leather,Dry clean only,42,$150-200,2023-10-29,t,2024-04-03 06:38:23
P000335,De-engineered object-oriented parallelism Accessories,Elite Edge,Accessories,,,Women,Spring,Denim,Dry clean only,2,$100-150,2024-01-08,t,2024-01-30 03:57:39
P000336,Self-enabling multimedia analyzer Yoga,Fashion Forward 2,Yoga,,,Unisex,Spring,Denim,Machine wash warm,47,$30-50,2024-12-13,t,2025-08-18 21:58:05
P000337,Digitized analyzing concept Bottoms,Fashion Forward 2,Bottoms,Accessories,Tops,Women,Winter,Cashmere,Hand wash,83,$100-150,2025-09-11,t,2024-04-14 14:36:17
P000338,Enterprise-wide multi-state initiative Yoga,Bold Basics,Yoga,,,Men,Summer,Denim,Dry clean only,85,$100-150,2024-12-06,f,2025-01-04 13:07:48
P000339,Sharable 3rdgeneration success Pants,Classic Craft 2,Pants,,Tops,Women,Winter,Modal,Machine wash cold,98,$100-150,2025-02-20,t,2025-04-14 10:43:15
P000340,Horizontal attitude-oriented data-warehouse Activewear,Bold Basics,Activewear,Activewear,Activewear,Women,Summer,Leather,Machine wash cold,42,$30-50,2025-01-09,t,2024-09-09 22:03:13
P000341,Phased mission-critical concept Accessories,Trend Tribe,Accessories,,Bottoms,Women,Winter,Denim,Hand wash,1,$100-150,2025-07-01,t,2024-03-15 09:32:02
P000342,Open-source radical circuit Mens Clothing,Street Smart,Mens Clothing,Accessories,Bottoms,Men,Winter,Cotton,Machine wash warm,56,$50-100,2024-12-21,t,2025-06-05 05:00:47
P000343,Visionary contextually-based process improvement Jewelry,Fresh Fashion,Jewelry,Jewelry,,Women,All Season,Leather,Dry clean only,83,$100-150,2024-10-26,t,2025-02-20 09:02:24
P000344,Fundamental composite success Footwear,Fresh Fashion,Footwear,Womens Clothing,Accessories,Women,Spring,Polyester,Dry clean only,43,$100-150,2024-06-18,t,2025-03-12 12:38:30
P000345,Persevering radical parallelism Tops,Classic Craft 2,Tops,,,Women,Fall,Polyester,Machine wash warm,76,$50-100,2024-03-22,t,2023-11-19 11:37:14
P000346,Multi-tiered human-resource capacity Womens Clothing,Modern Muse 3,Womens Clothing,Running,Jewelry,Men,Fall,Polyester,Dry clean only,26,$50-100,2023-10-08,t,2023-12-20 08:11:23
P000347,Exclusive multi-state middleware Yoga,Sunset Styles 2,Yoga,Yoga,,Men,Summer,Linen,Machine wash cold,12,$50-100,2024-08-17,t,2025-03-11 13:50:13
P000348,Distributed real-time attitude Activewear,Modern Muse 2,Activewear,Footwear,Accessories,Women,Fall,Polyester,Machine wash warm,84,$100-150,2024-09-29,t,2024-02-11 19:41:07
P000349,Seamless radical alliance Bottoms,Luxe Label,Bottoms,Tops,,Women,Spring,Leather,Machine wash warm,39,$50-100,2025-05-26,f,2025-08-08 18:47:28
P000350,Public-key motivating system engine Footwear,Fresh Fashion 2,Footwear,,Running,Unisex,Fall,Wool,Hand wash,48,$50-100,2023-12-07,t,2023-12-27 06:57:38
P000351,Polarized stable capacity Footwear,Bold Basics,Footwear,Footwear,,Women,All Season,Linen,Dry clean only,7,$150-200,2025-01-06,t,2025-08-27 14:30:38
P000352,Quality-focused 24hour time-frame Yoga,Elite Edge 3,Yoga,Bottoms,,Men,All Season,Cashmere,Machine wash cold,29,$50-100,2025-02-11,t,2025-03-07 01:33:33
P000353,Optional multi-state instruction set Formal,Classic Craft 2,Formal,Formal,,Women,Summer,Modal,Hand wash,60,$100-150,2025-08-05,f,2024-07-10 16:37:55
P000354,Balanced tangible moderator Jewelry,Modern Muse,Jewelry,,,Men,All Season,Viscose,Dry clean only,86,$50-100,2024-03-22,t,2024-08-25 04:37:13
P000355,Polarized zero administration implementation Footwear,City Casual,Footwear,Tops,,Unisex,Spring,Wool,Machine wash cold,54,$100-150,2024-12-26,t,2024-06-25 06:25:18
P000356,User-centric well-modulated standardization Jewelry,Metro Style 3,Jewelry,Running,Activewear,Women,Spring,Polyester,Machine wash warm,49,$50-100,2023-12-10,t,2024-12-17 11:57:59
P000357,Optimized client-driven extranet Accessories,Trend Tribe 2,Accessories,,,Women,All Season,Cotton,Machine wash warm,75,$100-150,2025-05-12,f,2024-10-01 14:51:12
P000358,Focused attitude-oriented forecast Jewelry,City Casual,Jewelry,Activewear,,Women,Spring,Polyester,Machine wash cold,72,$50-100,2025-08-07,t,2025-01-03 17:16:25
P000359,Quality-focused incremental extranet Formal,Chic Collection,Formal,,,Men,All Season,Leather,Machine wash warm,77,$100-150,2023-09-30,t,2024-02-20 19:54:11
P000360,Triple-buffered value-added utilization Tops,Coastal Chic,Tops,Tops,,Women,Spring,Cashmere,Hand wash,50,$100-150,2024-12-17,t,2023-10-02 12:54:43
P000361,Programmable bottom-line model Mens Clothing,Classic Craft 3,Mens Clothing,Footwear,,Women,Fall,Cotton,Hand wash,38,$100-150,2024-07-13,t,2023-10-02 14:24:10
P000362,Streamlined demand-driven solution Footwear,Fashion Forward,Footwear,,,Women,Summer,Silk,Machine wash warm,38,$50-100,2024-05-28,f,2025-06-12 17:17:43
P000363,Open-source high-level benchmark Accessories,Vintage Vibe 3,Accessories,Jewelry,,Men,Summer,Leather,Machine wash warm,52,$30-50,2024-08-21,t,2024-01-25 05:34:40
P000364,Streamlined optimal extranet Formal,Elite Edge 3,Formal,,,Women,Spring,Wool,Machine wash warm,39,$100-150,2025-07-21,t,2024-04-16 23:20:06
P000365,Public-key interactive open system Formal,Elite Edge,Formal,,Mens Clothing,Men,Spring,Silk,Machine wash cold,31,$50-100,2025-01-13,t,2024-07-07 00:23:45
P000366,Grass-roots systemic infrastructure Womens Clothing,Vintage Vibe 2,Womens Clothing,,,Men,All Season,Leather,Machine wash cold,50,$50-100,2024-03-02,t,2025-05-05 09:59:32
P000367,Open-source neutral toolset Womens Clothing,Metro Style 3,Womens Clothing,Footwear,,Women,All Season,Leather,Hand wash,70,$50-100,2024-10-04,t,2024-12-03 02:01:03
P000368,Enhanced holistic open architecture Tops,Coastal Chic 2,Tops,,Yoga,Women,Winter,Cotton,Dry clean only,6,$150-200,2024-10-05,t,2024-12-01 00:35:36
P000369,Function-based fault-tolerant orchestration Mens Clothing,Style Studio 2,Mens Clothing,,,Men,Winter,Linen,Machine wash cold,65,$50-100,2025-05-19,t,2024-06-20 11:33:46
P000370,Triple-buffered hybrid support Running,Vintage Vibe 3,Running,Tops,,Men,Summer,Cotton,Hand wash,32,$150-200,2025-07-21,t,2024-01-12 06:04:47
P000371,Switchable bottom-line synergy Yoga,Modern Muse 3,Yoga,Jewelry,,Women,Fall,Leather,Machine wash warm,27,$50-100,2024-09-06,t,2024-03-23 11:32:37
P000372,Total cohesive attitude Running,Mode Moderne,Running,Activewear,,Men,Fall,Viscose,Hand wash,71,$50-100,2024-10-24,t,2024-03-11 14:05:08
P000373,Open-architected zero tolerance Graphical User Interface Running,Mode Moderne,Running,Bottoms,,Women,Fall,Denim,Hand wash,33,$100-150,2024-11-26,t,2025-06-10 01:17:30
P000374,Seamless tangible software Tops,Luxe Label,Tops,Mens Clothing,,Unisex,Winter,Modal,Hand wash,84,$50-100,2023-11-05,t,2025-03-28 23:48:55
P000375,Diverse human-resource productivity Tops,Metro Style 3,Tops,,,Men,Winter,Linen,Machine wash warm,51,$150-200,2025-06-11,f,2023-10-01 02:55:14
P000376,Cross-group client-server leverage Womens Clothing,City Casual 3,Womens Clothing,Activewear,,Men,All Season,Silk,Machine wash warm,81,$30-50,2025-01-04,t,2025-09-15 03:36:38
P000377,Optional background architecture Accessories,Coastal Chic 3,Accessories,Tops,,Men,Fall,Wool,Machine wash warm,12,$50-100,2024-03-16,t,2024-04-18 08:41:11
P000378,Multi-layered attitude-oriented portal Yoga,Elite Edge,Yoga,Formal,,Women,Spring,Denim,Hand wash,28,$100-150,2025-04-10,t,2023-10-26 08:06:23
P000379,Networked impactful pricing structure Yoga,Pure Elegance,Yoga,,,Unisex,Fall,Denim,Hand wash,74,$150-200,2024-11-03,t,2025-02-17 16:17:20
P000380,Horizontal transitional policy Bottoms,Vintage Vibe 2,Bottoms,Running,,Men,Winter,Polyester,Machine wash cold,24,$30-50,2025-05-18,f,2023-11-10 15:29:04
P000381,Enhanced scalable methodology Jewelry,Metro Style 3,Jewelry,Jewelry,Tops,Unisex,Fall,Silk,Machine wash warm,52,$100-150,2023-10-04,t,2024-09-01 23:19:41
P000382,Exclusive stable website Accessories,Vintage Vibe,Accessories,,Bottoms,Women,Fall,Wool,Machine wash cold,81,$150-200,2024-05-05,t,2024-11-02 11:22:24
P000383,Ergonomic 5thgeneration toolset Footwear,Bella Vista,Footwear,Tops,,Unisex,Summer,Polyester,Machine wash warm,78,$50-100,2024-10-26,t,2025-01-04 16:03:50
P000384,Programmable tangible emulation Jewelry,Bella Vista 3,Jewelry,Footwear,,Men,Fall,Silk,Hand wash,1,$50-100,2024-02-04,t,2025-01-16 20:16:07
P000385,Synergistic 5thgeneration hierarchy Formal,Elite Edge 3,Formal,Running,Yoga,Women,Fall,Denim,Machine wash cold,16,$50-100,2025-02-15,t,2024-03-30 20:21:46
P000386,Adaptive cohesive array Formal,Classic Craft 2,Formal,Tops,Womens Clothing,Unisex,Winter,Linen,Hand wash,93,$30-50,2025-05-23,t,2024-04-28 08:07:55
P000387,Open-architected heuristic secured line Running,City Casual 2,Running,,,Women,Summer,Denim,Machine wash warm,21,$50-100,2024-08-05,f,2024-07-29 22:17:51
P000388,Reverse-engineered dedicated model Mens Clothing,Urban Thread,Mens Clothing,Tops,Womens Clothing,Men,Spring,Wool,Machine wash cold,46,$150-200,2025-04-20,t,2023-10-08 22:44:55
P000389,Triple-buffered asymmetric array Running,Classic Craft 2,Running,Formal,,Women,Spring,Cotton,Machine wash cold,83,$50-100,2024-05-03,t,2024-11-26 21:26:44
P000390,Up-sized next generation paradigm Yoga,Metro Style,Yoga,Footwear,,Men,Summer,Leather,Machine wash cold,26,$50-100,2024-06-21,t,2024-06-23 09:15:42
P000391,Grass-roots directional portal Jewelry,Mode Moderne,Jewelry,Running,,Women,Winter,Wool,Machine wash cold,13,$50-100,2024-09-13,t,2024-02-25 02:30:30
P000392,Open-architected object-oriented ability Bottoms,Chic Collection,Bottoms,,,Women,All Season,Linen,Hand wash,25,$30-50,2024-02-08,t,2024-04-16 19:41:34
P000393,Open-source motivating benchmark Jewelry,Modern Muse 3,Jewelry,Womens Clothing,,Men,Fall,Leather,Machine wash cold,30,$50-100,2023-11-21,f,2024-12-03 21:55:38
P000394,Profit-focused explicit Graphical User Interface Running,Bella Vista,Running,Bottoms,,Unisex,Spring,Wool,Machine wash cold,99,$50-100,2025-06-10,t,2023-12-26 21:30:06
P000395,Profound eco-centric monitoring Yoga,Sunset Styles 3,Yoga,Pants,,Men,Fall,Linen,Machine wash cold,59,$50-100,2025-06-03,t,2025-06-19 14:27:40
P000396,Re-engineered eco-centric solution Tops,Sunset Styles,Tops,,,Women,Winter,Denim,Machine wash cold,94,$50-100,2024-07-14,t,2024-09-04 22:06:06
P000397,Re-contextualized mission-critical throughput Womens Clothing,Sunset Styles,Womens Clothing,Tops,,Women,Winter,Denim,Hand wash,79,$150-200,2025-05-06,t,2024-04-02 23:14:17
P000398,Mandatory zero-defect knowledgebase Bottoms,Sunset Styles 3,Bottoms,Accessories,Jewelry,Women,Fall,Leather,Machine wash warm,49,$50-100,2024-09-17,t,2025-03-09 10:08:30
P000399,Reverse-engineered 4thgeneration matrices Running,Sunset Styles 2,Running,,Tops,Women,Summer,Cotton,Machine wash warm,13,$150-200,2024-04-13,t,2023-12-26 07:41:39
P000400,Cloned homogeneous productivity Footwear,Fashion Forward 2,Footwear,,,Men,Fall,Cashmere,Machine wash cold,78,$50-100,2024-03-15,t,2025-05-31 13:54:35
P000401,Synergistic tangible emulation Yoga,Metro Style 3,Yoga,,Footwear,Women,Winter,Cashmere,Machine wash cold,5,$100-150,2024-05-28,t,2025-06-09 12:23:08
P000402,Open-source heuristic model Running,Style Studio,Running,Yoga,,Women,All Season,Modal,Hand wash,28,$100-150,2023-10-03,t,2024-11-16 01:34:17
P000403,Total empowering encryption Formal,Street Smart 2,Formal,Activewear,Running,Women,Fall,Leather,Machine wash warm,84,$30-50,2023-12-07,t,2024-05-07 03:45:43
P000404,Open-architected systematic synergy Formal,Vintage Vibe,Formal,,,Women,All Season,Wool,Machine wash warm,60,$50-100,2024-06-17,t,2025-06-25 18:14:15
P000405,Compatible neutral conglomeration Bottoms,Fresh Fashion,Bottoms,,,Men,Spring,Linen,Dry clean only,64,$30-50,2024-05-26,t,2024-10-01 03:56:01
P000406,Multi-channeled didactic orchestration Running,Trend Tribe 2,Running,Mens Clothing,Footwear,Men,Spring,Leather,Machine wash warm,63,$50-100,2024-02-14,t,2024-04-23 00:13:56
P000407,User-friendly systemic core Bottoms,Bella Vista 2,Bottoms,,,Men,Winter,Cashmere,Machine wash cold,4,$50-100,2025-04-20,t,2024-10-18 14:19:04
P000408,Exclusive disintermediate support Activewear,Modern Muse,Activewear,,,Women,Summer,Viscose,Machine wash warm,83,$50-100,2025-08-03,t,2024-04-02 00:33:23
P000409,Fundamental demand-driven emulation Accessories,Urban Thread 2,Accessories,,,Women,All Season,Denim,Machine wash warm,98,$30-50,2025-07-05,t,2024-03-02 12:08:19
P000410,Fully-configurable regional help-desk Running,Modern Muse 3,Running,Footwear,Running,Unisex,Fall,Denim,Hand wash,81,$150-200,2025-05-23,t,2024-01-26 04:15:51
P000411,Customer-focused bottom-line artificial intelligence Formal,Trend Tribe 2,Formal,Bottoms,Tops,Women,Spring,Cashmere,Dry clean only,32,$30-50,2025-02-22,t,2025-03-04 22:20:49
P000412,Proactive reciprocal ability Bottoms,Luxe Label,Bottoms,,,Men,Fall,Silk,Machine wash warm,13,$50-100,2025-07-22,t,2025-05-12 14:50:26
P000413,Quality-focused 6thgeneration matrices Running,Coastal Chic,Running,,,Women,Winter,Leather,Dry clean only,84,$30-50,2025-01-20,t,2024-07-11 07:54:03
P000414,Intuitive modular orchestration Womens Clothing,Bold Basics 2,Womens Clothing,Womens Clothing,,Men,Winter,Modal,Dry clean only,65,$50-100,2024-04-26,t,2025-08-01 19:19:15
P000415,Pre-emptive contextually-based task-force Activewear,Classic Craft 3,Activewear,Tops,Running,Women,All Season,Denim,Machine wash warm,49,$30-50,2024-10-27,t,2025-09-07 11:54:03
P000416,Grass-roots hybrid definition Yoga,Chic Collection 2,Yoga,,Accessories,Women,Summer,Leather,Machine wash warm,17,$50-100,2024-12-16,f,2025-05-01 16:28:01
P000417,De-engineered actuating moderator Yoga,Chic Collection 2,Yoga,,,Women,Fall,Viscose,Dry clean only,91,$30-50,2024-08-19,t,2025-06-08 19:46:02
P000418,Polarized needs-based alliance Mens Clothing,Luxe Label,Mens Clothing,Pants,,Men,Summer,Wool,Hand wash,64,$30-50,2024-06-21,f,2024-10-21 07:06:46
P000419,Object-based systemic time-frame Bottoms,Modern Muse 3,Bottoms,,,Men,All Season,Cashmere,Machine wash warm,36,$30-50,2024-09-15,t,2024-02-09 18:48:39
P000420,Decentralized tangible model Formal,Bella Vista,Formal,Jewelry,Running,Women,Summer,Linen,Hand wash,36,$30-50,2024-05-28,t,2024-09-18 08:38:00
P000421,Team-oriented 24/7 access Womens Clothing,Vintage Vibe,Womens Clothing,Pants,Formal,Men,Spring,Leather,Dry clean only,78,$100-150,2024-03-07,t,2025-03-03 14:29:16
P000422,Multi-tiered optimal attitude Running,City Casual 3,Running,Mens Clothing,,Unisex,Spring,Linen,Machine wash warm,48,$50-100,2024-07-02,t,2024-06-05 18:51:59
P000423,Seamless empowering contingency Running,Sunset Styles 2,Running,Formal,Yoga,Men,Winter,Modal,Hand wash,28,$30-50,2024-04-17,t,2024-11-26 02:15:32
P000424,Front-line encompassing leverage Activewear,Elite Edge 3,Activewear,Activewear,Yoga,Women,Winter,Linen,Machine wash cold,22,$100-150,2024-06-18,f,2025-01-15 05:00:39
P000425,Multi-lateral contextually-based methodology Tops,Bold Basics,Tops,,Womens Clothing,Women,Fall,Viscose,Dry clean only,16,$30-50,2024-03-07,t,2024-08-21 07:09:51
P000426,Operative tangible system engine Pants,Fashion Forward 2,Pants,Footwear,,Women,Fall,Wool,Machine wash cold,76,$30-50,2024-07-05,t,2024-07-12 04:39:02
P000427,Open-architected even-keeled knowledge user Running,Vintage Vibe 3,Running,Running,,Women,Fall,Viscose,Hand wash,9,$50-100,2024-12-12,t,2024-02-13 17:40:27
P000428,De-engineered object-oriented software Mens Clothing,Street Smart 2,Mens Clothing,,,Women,Winter,Wool,Machine wash warm,69,$100-150,2025-06-19,t,2024-03-22 13:05:20
P000429,Cross-platform uniform flexibility Accessories,Modern Muse,Accessories,Mens Clothing,,Unisex,Summer,Linen,Machine wash warm,96,$50-100,2024-03-27,t,2025-06-12 13:34:30
P000430,Realigned intermediate implementation Running,Trend Tribe 2,Running,Running,,Women,All Season,Modal,Machine wash cold,31,$50-100,2024-01-17,t,2024-02-26 07:10:45
P000431,User-centric coherent leverage Accessories,Metro Style 3,Accessories,Bottoms,,Men,Spring,Linen,Hand wash,66,$30-50,2023-10-03,t,2025-06-13 19:02:34
P000432,Enhanced intangible methodology Formal,Luxe Label 2,Formal,Womens Clothing,Running,Men,Spring,Viscose,Dry clean only,12,$50-100,2025-08-19,t,2024-01-09 11:01:47
P000433,Self-enabling multi-state monitoring Formal,Vintage Vibe 3,Formal,Running,Running,Men,Winter,Silk,Dry clean only,13,$50-100,2024-05-28,t,2025-04-08 16:30:51
P000434,Pre-emptive exuding extranet Yoga,Pure Elegance 2,Yoga,,,Women,Summer,Polyester,Machine wash warm,3,$150-200,2025-07-23,t,2024-12-06 15:18:58
P000435,Re-contextualized actuating infrastructure Accessories,Modern Muse 3,Accessories,Bottoms,Pants,Men,Summer,Modal,Machine wash warm,33,$30-50,2025-03-15,t,2023-12-12 21:19:12
P000436,Diverse analyzing data-warehouse Footwear,Classic Craft 2,Footwear,Jewelry,,Unisex,All Season,Polyester,Machine wash cold,0,$50-100,2024-04-10,t,2025-06-20 02:57:52
P000438,Managed empowering hierarchy Bottoms,Chic Collection 2,Bottoms,Footwear,,Women,Winter,Cotton,Dry clean only,20,$30-50,2024-12-04,t,2024-07-02 20:53:51
P000439,Realigned eco-centric hardware Yoga,Elite Edge,Yoga,Formal,Running,Women,Spring,Denim,Dry clean only,70,$50-100,2024-08-10,t,2023-10-12 10:03:12
P000440,Decentralized grid-enabled service-desk Womens Clothing,City Casual,Womens Clothing,Activewear,,Men,Fall,Polyester,Hand wash,26,$30-50,2024-02-27,t,2025-01-09 09:03:05
P000441,Re-engineered object-oriented projection Jewelry,Street Smart,Jewelry,,,Women,Summer,Wool,Hand wash,78,$100-150,2024-11-17,t,2025-02-12 04:58:26
P000442,Enhanced zero-defect forecast Bottoms,Luxe Label,Bottoms,Activewear,,Unisex,Winter,Viscose,Machine wash cold,82,$50-100,2024-06-04,t,2024-06-28 20:00:30
P000443,Synergistic multimedia matrix Running,Chic Collection,Running,Bottoms,Activewear,Women,Fall,Denim,Dry clean only,16,$30-50,2025-04-20,t,2025-05-20 18:34:40
P000444,Organized attitude-oriented implementation Pants,Sunset Styles,Pants,Mens Clothing,,Women,Fall,Modal,Dry clean only,88,$150-200,2024-05-05,t,2025-01-15 15:49:04
P000445,Persistent responsive circuit Activewear,Style Studio 2,Activewear,Accessories,,Women,Summer,Denim,Dry clean only,100,$50-100,2024-02-03,t,2025-08-01 09:47:30
P000446,Sharable global instruction set Yoga,Modern Muse 3,Yoga,Pants,,Women,Winter,Denim,Machine wash warm,59,$50-100,2025-01-13,t,2025-01-29 08:05:07
P000447,Re-engineered impactful archive Pants,Coastal Chic 2,Pants,Bottoms,Activewear,Men,Summer,Linen,Dry clean only,68,$100-150,2024-01-29,t,2023-11-27 11:02:57
P000448,Mandatory discrete functionalities Yoga,Style Studio,Yoga,,Bottoms,Women,Spring,Viscose,Machine wash warm,74,$30-50,2025-02-14,t,2024-05-30 03:20:04
P000449,Implemented tertiary flexibility Activewear,Vintage Vibe 3,Activewear,Womens Clothing,,Women,Winter,Viscose,Dry clean only,83,$150-200,2025-02-07,t,2025-01-09 05:29:23
P000450,Object-based encompassing intranet Jewelry,Metro Style 2,Jewelry,Activewear,,Unisex,All Season,Leather,Machine wash cold,65,$50-100,2025-07-27,t,2025-05-25 14:42:26
P000451,Multi-lateral value-added parallelism Accessories,Modern Muse 2,Accessories,Running,Activewear,Men,Summer,Viscose,Dry clean only,57,$50-100,2024-09-09,t,2024-11-04 15:14:28
P000452,Open-source composite contingency Activewear,Bold Basics,Activewear,,,Women,Fall,Leather,Dry clean only,5,$150-200,2023-10-13,f,2025-07-21 11:57:32
P000453,De-engineered upward-trending encoding Footwear,Elite Edge 3,Footwear,Pants,,Women,All Season,Silk,Machine wash warm,46,$50-100,2024-04-08,t,2025-02-22 05:17:27
P000454,User-friendly tangible synergy Footwear,Fresh Fashion 2,Footwear,,Running,Men,Fall,Viscose,Hand wash,94,$30-50,2024-03-07,t,2023-11-28 04:48:39
P000455,Down-sized hybrid benchmark Formal,Fashion Forward 2,Formal,Jewelry,,Women,All Season,Polyester,Machine wash warm,32,$100-150,2023-11-14,t,2023-12-10 05:32:47
P000456,Phased neutral application Formal,Pure Elegance,Formal,Accessories,,Women,Spring,Modal,Dry clean only,64,$50-100,2025-05-16,t,2023-10-17 11:46:25
P000457,Object-based multi-tasking task-force Tops,Elite Edge 2,Tops,Formal,,Women,Summer,Wool,Machine wash cold,46,$50-100,2023-12-15,t,2023-11-30 16:12:39
P000458,Fundamental regional collaboration Mens Clothing,Coastal Chic 3,Mens Clothing,Accessories,,Women,Winter,Leather,Dry clean only,26,$50-100,2025-02-15,t,2023-12-01 11:58:19
P000459,Networked fault-tolerant emulation Jewelry,Urban Thread 3,Jewelry,Womens Clothing,Activewear,Men,Spring,Viscose,Dry clean only,73,$30-50,2025-04-20,t,2024-04-06 04:06:05
P000460,Horizontal leadingedge product Tops,Metro Style,Tops,Tops,,Men,Spring,Modal,Hand wash,92,$50-100,2024-01-05,t,2024-01-03 04:46:52
P000461,Progressive composite algorithm Mens Clothing,Modern Muse,Mens Clothing,Footwear,,Men,All Season,Cashmere,Dry clean only,18,$150-200,2025-02-22,t,2023-10-24 07:37:56
P000462,Multi-channeled fresh-thinking leverage Running,Mode Moderne 2,Running,Tops,,Men,All Season,Leather,Machine wash cold,75,$30-50,2025-08-02,t,2024-09-23 21:24:49
P000463,Quality-focused encompassing neural-net Jewelry,Pure Elegance,Jewelry,Bottoms,Formal,Women,Winter,Viscose,Machine wash cold,19,$30-50,2024-01-08,t,2024-09-06 12:48:24
P000464,Total needs-based conglomeration Footwear,Bold Basics,Footwear,,,Men,All Season,Viscose,Machine wash cold,96,$30-50,2025-01-02,t,2024-12-28 22:10:58
P000465,Persevering responsive synergy Footwear,Modern Muse,Footwear,Activewear,,Men,All Season,Cashmere,Hand wash,53,$50-100,2025-08-07,t,2025-02-01 21:25:13
P000466,Re-contextualized intermediate moderator Yoga,Coastal Chic,Yoga,Mens Clothing,,Women,Fall,Cashmere,Machine wash cold,75,$100-150,2025-02-03,t,2025-02-04 22:46:51
P000467,Public-key fault-tolerant hardware Tops,City Casual 2,Tops,Mens Clothing,,Women,All Season,Modal,Hand wash,52,$30-50,2024-11-18,t,2024-10-05 02:56:03
P000468,Focused background intranet Womens Clothing,Luxe Label,Womens Clothing,,,Men,All Season,Polyester,Machine wash warm,0,$50-100,2024-07-06,t,2024-05-23 03:22:30
